   100  0.1332928E-01  0.1471950E+01  0.7472696E-02  0.1351367E-01
   200  0.2814503E-01  0.1714411E+03  0.6070036E+02  0.2640718E+03
   300  0.1159228E-01  0.2448379E+03  0.1728743E+03  0.7334850E+02
   400  0.1791341E-01  0.1807805E+03  0.1158576E+03  0.6318863E+02
   500  0.1814353E-01  0.1785484E+03  0.1566611E+03  0.2460427E+03
   600  0.9153897E-02  0.1534377E+03  0.1804259E+03  0.1209428E+03
   700  0.1522209E-01  0.1683978E+03  0.1381012E+03  0.1159444E+03
   800  0.6184913E-02  0.1941684E+03  0.1971664E+03  0.1706311E+03
   900  0.1321159E-01  0.1996715E+03  0.1610322E+03  0.1534160E+03
  1000  0.1555652E-01  0.2151350E+03  0.1948392E+03  0.1301672E+03
  1100  0.8268383E-02  0.1959918E+03  0.1985822E+03  0.2038494E+03
  1200  0.7692816E-02  0.1961111E+03  0.1547041E+03  0.1673464E+03
  1300  0.9511597E-02  0.1831188E+03  0.1454621E+03  0.1532540E+03
  1400  0.5270414E-02  0.2163700E+03  0.1789571E+03  0.2318007E+03
  1500  0.9831309E-02  0.1674753E+03  0.1683170E+03  0.1580460E+03
  1600  0.1256604E-01  0.2003983E+03  0.1848575E+03  0.1638899E+03
  1700  0.8223426E-02  0.2089888E+03  0.1958537E+03  0.1698804E+03
  1800  0.6717302E-02  0.2202055E+03  0.1820777E+03  0.1817942E+03
  1900  0.9004545E-02  0.1954310E+03  0.1863808E+03  0.1517026E+03
  2000  0.6398923E-02  0.2475990E+03  0.1888483E+03  0.1369013E+03
  2100  0.8105613E-02  0.1944960E+03  0.1799145E+03  0.1606951E+03
  2200  0.9638147E-02  0.2347325E+03  0.1988774E+03  0.1653989E+03
  2300  0.6084872E-02  0.1825326E+03  0.1676227E+03  0.1714317E+03
  2400  0.6590254E-02  0.1833240E+03  0.1678941E+03  0.1543066E+03
  2500  0.6763920E-02  0.1770458E+03  0.1632300E+03  0.1568526E+03
  2600  0.7005093E-02  0.1877011E+03  0.1473782E+03  0.1762949E+03
  2700  0.9256879E-02  0.1768599E+03  0.1664348E+03  0.1972071E+03
  2800  0.1159683E-01  0.1749235E+03  0.1483911E+03  0.1912307E+03
  2900  0.5838537E-02  0.2011314E+03  0.1510332E+03  0.1790879E+03
  3000  0.8684534E-02  0.1534907E+03  0.1751896E+03  0.1622403E+03
  3100  0.9265734E-02  0.1680898E+03  0.1955765E+03  0.1473897E+03
  3200  0.8098569E-02  0.1801117E+03  0.2030408E+03  0.1771420E+03
  3300  0.5232170E-02  0.2001124E+03  0.1914188E+03  0.2084511E+03
  3400  0.8210048E-02  0.2181218E+03  0.1888060E+03  0.1619876E+03
  3500  0.8004943E-02  0.1930110E+03  0.2019162E+03  0.1919021E+03
  3600  0.5168433E-02  0.1922984E+03  0.1731472E+03  0.1825159E+03
  3700  0.9955887E-02  0.1717967E+03  0.1857558E+03  0.2318900E+03
  3800  0.6876773E-02  0.2240381E+03  0.2333917E+03  0.1676618E+03
  3900  0.8270532E-02  0.1852011E+03  0.1937652E+03  0.1654451E+03
  4000  0.6897325E-02  0.1922629E+03  0.1858741E+03  0.1904038E+03
  4100  0.5265446E-02  0.2024141E+03  0.1828050E+03  0.1652077E+03
  4200  0.6308456E-02  0.2168674E+03  0.1760471E+03  0.1568825E+03
  4300  0.9429962E-02  0.2116627E+03  0.1970782E+03  0.1968835E+03
  4400  0.6844850E-02  0.1682602E+03  0.1499395E+03  0.1623170E+03
  4500  0.7777994E-02  0.1644657E+03  0.2041601E+03  0.1931838E+03
