 -0.2892573E-08 -0.1176453E-07 -0.1722704E-09 -0.2691669E-12  0.2273625E-12  0.3998867E-12  0.1724198E-07  0.9023954E-08  0.8933551E-22
 -0.7221911E-08  0.9885646E-08 -0.2382310E-08  0.8683992E-14  0.1648869E-12 -0.5067453E-12  0.1742170E-07 -0.1147031E-07  0.8602678E-22
 -0.3455864E-08  0.2926883E-08 -0.4586499E-08  0.1166324E-12 -0.1947734E-12 -0.4821972E-12  0.1430206E-07  0.3209708E-08  0.7610062E-22
 -0.7683051E-08 -0.2859070E-08 -0.1917520E-08 -0.6194254E-13 -0.5027743E-13  0.5269622E-12  0.6947419E-08  0.1423950E-08  0.1257315E-21
 -0.1699656E-08  0.5253161E-08 -0.2817389E-08  0.5127153E-12  0.6888263E-13 -0.1281877E-12  0.8635946E-08 -0.8635946E-08  0.8271806E-22
 -0.2638962E-09  0.7682288E-08 -0.2352069E-08 -0.3973781E-12  0.3271525E-12  0.1382600E-12  0.9023954E-08  0.1724198E-07  0.8933551E-22
 -0.2564203E-08 -0.4297382E-08  0.3009982E-08  0.2085141E-12  0.7841827E-13 -0.4841759E-12  0.1611463E-07  0.1812910E-08  0.1191140E-21
 -0.1583877E-08 -0.1770693E-10  0.2410971E-09  0.4137805E-12 -0.8075867E-13 -0.3260639E-12  0.1584108E-07 -0.7790449E-08  0.1224227E-21
  0.1039403E-08 -0.4927452E-08  0.6103321E-08 -0.3066179E-12  0.3797477E-12 -0.2140819E-12  0.1108467E-07 -0.8425301E-08  0.9264423E-22
 -0.6113985E-08  0.2513513E-09  0.8625740E-08  0.1774120E-12  0.7319532E-13  0.4972135E-12  0.1931328E-07 -0.1931328E-07  0.1058791E-21
  0.7434778E-08  0.7062060E-08  0.8813492E-08 -0.1299402E-12  0.4324284E-13  0.5150723E-12  0.1812910E-08  0.1611463E-07  0.1191140E-21
 -0.9009853E-08 -0.4851931E-08 -0.2224402E-08  0.2334760E-13 -0.5190426E-12 -0.1187584E-12  0.5474872E-08  0.1573736E-07  0.1158053E-21
  0.1692237E-08 -0.6681117E-08  0.8740789E-08  0.1484442E-12 -0.2409971E-12 -0.4515957E-12  0.5823376E-08  0.7697355E-08  0.1422751E-21
 -0.1088527E-08  0.9859922E-09  0.2274073E-08  0.4668263E-12  0.1003099E-12 -0.2367805E-12  0.4106264E-08 -0.4106264E-08  0.1455838E-21
 -0.2708416E-08 -0.3068621E-08 -0.1463409E-08 -0.1285246E-12  0.2460631E-12 -0.4549596E-12 -0.1423950E-08 -0.6947419E-08  0.1257315E-21
  0.3262260E-08 -0.3131841E-08 -0.4342903E-08 -0.3999173E-13  0.9806888E-13 -0.5223381E-12 -0.1147031E-07  0.1742170E-07  0.9926167E-22
 -0.2791160E-08  0.6135886E-08 -0.3338823E-08  0.3715226E-13  0.4745524E-13  0.5295485E-12  0.1573736E-07  0.5474872E-08  0.1422751E-21
 -0.3327442E-08  0.5164219E-09  0.4389986E-08 -0.1335713E-13 -0.1427993E-12  0.5133068E-12 -0.1746390E-07 -0.7369025E-08  0.1323489E-21
  0.6028074E-08  0.2065051E-08 -0.4977846E-08  0.1198932E-13 -0.8340199E-15  0.5328316E-12 -0.5064503E-09  0.5064503E-09  0.1422751E-21
  0.7939612E-08  0.7801221E-11 -0.1178459E-07 -0.1465891E-12 -0.8736813E-13  0.5049082E-12  0.8425301E-08 -0.1108467E-07  0.9264423E-22
 -0.6297359E-08 -0.6969033E-08  0.2308822E-08 -0.1286824E-14  0.2322129E-12  0.4797181E-12 -0.7790449E-08  0.1584108E-07  0.1257315E-21
  0.1205470E-09  0.3413249E-08  0.3863129E-08 -0.2532401E-12 -0.1986797E-12 -0.4247938E-12 -0.7369025E-08 -0.1746390E-07  0.1025704E-21
  0.5013684E-08 -0.1853022E-08  0.3988971E-09 -0.2219632E-12 -0.2223720E-12  0.4305078E-12 -0.5476497E-08  0.5476497E-08  0.1588187E-21
 -0.1964795E-08 -0.6885380E-08  0.2784214E-08  0.2040054E-13 -0.4016990E-13  0.5310594E-12 -0.7697355E-08 -0.5823376E-08  0.1257315E-21
 -0.3404696E-08 -0.7459989E-08 -0.2926471E-08  0.4286294E-12 -0.2054709E-12 -0.2410652E-12 -0.3209708E-08 -0.1430206E-07  0.5293956E-22
 -0.1155283E-08  0.6512251E-08 -0.6374226E-08 -0.2910548E-12 -0.4390822E-12  0.8091836E-13  0.3209708E-08  0.1430206E-07  0.7279189E-22
  0.1188942E-07 -0.3583060E-08  0.1522783E-08 -0.4761282E-12  0.1731615E-13 -0.2388640E-12  0.7697355E-08  0.5823376E-08  0.1406207E-21
 -0.4298825E-08 -0.3125859E-08  0.6085618E-08 -0.1877026E-12 -0.4909104E-12  0.8847945E-13  0.5476497E-08 -0.5476497E-08  0.1621274E-21
  0.4297822E-08 -0.5354921E-08 -0.1108551E-07 -0.4022237E-12  0.1203795E-12  0.3282967E-12  0.7369025E-08  0.1746390E-07  0.1290402E-21
 -0.6812891E-08  0.5419268E-08  0.8856815E-08  0.1374423E-12 -0.2696102E-12  0.4387184E-12  0.7790449E-08 -0.1584108E-07  0.1025704E-21
  0.1846564E-09 -0.1219674E-08  0.5814117E-08 -0.7390518E-13 -0.9771906E-13  0.5186935E-12 -0.8425301E-08  0.1108467E-07  0.9264423E-22
 -0.4703489E-08  0.7028577E-08 -0.1732308E-08 -0.5120606E-12  0.1473994E-12  0.1100956E-13  0.5064503E-09 -0.5064503E-09  0.1439294E-21
  0.8541112E-08 -0.4448820E-08 -0.3994916E-08 -0.1577773E-12 -0.3181795E-12 -0.3973940E-12  0.1746390E-07  0.7369025E-08  0.1290402E-21
  0.4215243E-09  0.2998006E-08  0.6790242E-08 -0.2519775E-12 -0.3257489E-12 -0.3383030E-12 -0.1573736E-07 -0.5474872E-08  0.1058791E-21
  0.8974983E-08  0.3742594E-08  0.1269372E-08 -0.2597352E-12 -0.7318536E-13  0.4596036E-12  0.1147031E-07 -0.1742170E-07  0.9098987E-22
  0.5694145E-08  0.1263714E-09 -0.4051502E-09 -0.3441004E-12  0.3646308E-12 -0.1808127E-12  0.1423950E-08  0.6947419E-08  0.1158053E-21
  0.7691548E-08  0.2175036E-08 -0.1153552E-08  0.1863869E-12 -0.2686665E-12  0.4208707E-12 -0.4106264E-08  0.4106264E-08  0.1522012E-21
 -0.1393957E-09 -0.5619805E-08  0.1136246E-07  0.3736185E-12 -0.3756319E-12 -0.5799835E-13 -0.5823376E-08 -0.7697355E-08  0.1323489E-21
  0.2523636E-08 -0.6902564E-08  0.1194032E-07  0.2383324E-12  0.2317190E-12  0.4166028E-12 -0.5474872E-08 -0.1573736E-07  0.1091878E-21
 -0.5148297E-08 -0.2504342E-08 -0.2810283E-08 -0.1512168E-13 -0.8513792E-13 -0.5259057E-12 -0.1812910E-08 -0.1611463E-07  0.1191140E-21
 -0.9284049E-08  0.7470553E-10  0.9505846E-09 -0.5802162E-13  0.1130555E-12  0.5175962E-12 -0.1931328E-07  0.1931328E-07  0.1058791E-21
 -0.2361974E-08  0.4527921E-08  0.2460544E-08 -0.3226427E-12 -0.3487787E-12  0.2414727E-12 -0.1108467E-07  0.8425301E-08  0.8437242E-22
  0.5483491E-08 -0.3046609E-08 -0.1314847E-07 -0.6700024E-13 -0.1582045E-12  0.5045158E-12 -0.1584108E-07  0.7790449E-08  0.1191140E-21
 -0.7086525E-09  0.7497122E-09 -0.7616807E-08 -0.4424011E-13 -0.4534404E-12 -0.2765656E-12 -0.1611463E-07 -0.1812910E-08  0.1124966E-21
 -0.7704776E-08  0.1301820E-08  0.2768793E-08  0.1363236E-12 -0.4397940E-12 -0.2684231E-12 -0.9023954E-08 -0.1724198E-07  0.7940934E-22
 -0.3445833E-09 -0.2497339E-08 -0.4061189E-08 -0.2210823E-12 -0.1545066E-13 -0.4847038E-12 -0.8635946E-08  0.8635946E-08  0.8271806E-22
  0.1599058E-08 -0.2970134E-08  0.1661195E-08 -0.1402154E-14  0.7892490E-16 -0.5329652E-12 -0.6947419E-08 -0.1423950E-08  0.1323489E-21
  0.1670762E-08  0.4192243E-09 -0.9163913E-09 -0.2999894E-12 -0.1133130E-12  0.4256999E-12 -0.1430206E-07 -0.3209708E-08  0.5955700E-22
  0.4539901E-08  0.5558092E-09  0.4146076E-08  0.9578978E-14 -0.4856724E-14  0.5328589E-12 -0.1742170E-07  0.1147031E-07  0.9760731E-22
 -0.2265463E-09  0.4360216E-08  0.7514334E-08  0.4614331E-13 -0.3832239E-12 -0.3675108E-12 -0.1724198E-07 -0.9023954E-08  0.7940934E-22
  0.3927425E-08 -0.3967250E-08  0.5665700E-08  0.2357792E-09 -0.4074096E-10 -0.5904434E-09  0.1742831E-07  0.8571140E-08 -0.3365781E-09
 -0.3168576E-08  0.7669903E-08  0.2739011E-08 -0.6517328E-09  0.3098114E-09 -0.4509221E-09  0.1751224E-07 -0.1174614E-07  0.2243485E-08
  0.6664924E-08  0.3982680E-08 -0.1059810E-08  0.2897658E-09  0.4692521E-09  0.2172334E-09  0.1455449E-07  0.3406978E-08 -0.2515273E-08
 -0.1211973E-08 -0.5455077E-08  0.3967519E-08 -0.2474759E-09  0.2599083E-09  0.1778576E-09  0.1222211E-08 -0.1906914E-08 -0.1157434E-07
  0.4021364E-08  0.3355448E-08 -0.8042520E-08 -0.7894582E-09 -0.6951017E-09 -0.5781284E-10  0.8703824E-08 -0.8637203E-08  0.1269797E-08
 -0.7265526E-08 -0.8164868E-08 -0.2000089E-08  0.8694929E-09 -0.2408262E-10 -0.2565903E-09  0.8711378E-08  0.1742766E-07 -0.6562252E-09
 -0.6417196E-08 -0.1132568E-07 -0.5398125E-08  0.3843560E-09  0.2936863E-09 -0.9556621E-09  0.1633836E-07  0.1297590E-08  0.6968283E-09
 -0.1987425E-08  0.4553691E-08  0.2020017E-08 -0.8760025E-09  0.7492350E-09 -0.7295685E-09  0.1550113E-07 -0.7921616E-08  0.1319240E-08
 -0.9440766E-09  0.3181368E-09 -0.3433872E-08  0.1465512E-09  0.3592217E-09 -0.7475606E-09  0.1417510E-07 -0.1588318E-08 -0.1245029E-07
 -0.1475241E-09  0.8161056E-08  0.1350013E-07 -0.1106251E-09 -0.9692197E-11 -0.5450092E-09  0.1928078E-07 -0.1916172E-07  0.3908293E-09
  0.5317345E-08 -0.3748870E-08  0.1144934E-10 -0.2083182E-10  0.5127526E-09 -0.5623609E-10  0.1230046E-08  0.1664724E-07 -0.2391408E-08
 -0.5872114E-08 -0.5610209E-08 -0.9954531E-08  0.5943542E-09 -0.1624518E-09 -0.2523659E-09  0.5926533E-08  0.1524092E-07  0.5915006E-09
  0.4383012E-08 -0.2255582E-08 -0.3173662E-08 -0.1839303E-09 -0.1088610E-08 -0.7286137E-09  0.5843149E-08  0.7480603E-08 -0.1906132E-08
  0.7119006E-08 -0.7253407E-08 -0.8569079E-08 -0.3138881E-09 -0.2367044E-09  0.2595078E-09  0.3617083E-08 -0.3641819E-08 -0.4980729E-08
 -0.3939817E-08 -0.4814709E-08 -0.1072932E-09  0.1539426E-09  0.1985640E-09  0.1050615E-09 -0.1718148E-08 -0.7507011E-08 -0.4800741E-08
  0.5142890E-08 -0.5453852E-08  0.9858576E-09  0.1629547E-09  0.2859360E-09 -0.1488554E-09 -0.1182548E-07  0.1754964E-07 -0.2713705E-08
 -0.9298196E-09  0.2959955E-08  0.8694018E-08  0.2374816E-09 -0.8136197E-09  0.2053013E-10  0.1519298E-07  0.5849752E-08  0.2727471E-08
 -0.5739203E-09 -0.2138613E-08 -0.5997833E-08 -0.5004269E-10  0.6600912E-10  0.1895067E-09 -0.1076223E-07 -0.4063034E-08 -0.1033840E-07
 -0.2858039E-08  0.6565271E-08 -0.2366743E-08 -0.1200445E-09  0.2614248E-09 -0.2908049E-09 -0.8578699E-09  0.8471378E-09  0.2407115E-08
  0.4437965E-08 -0.3793426E-08 -0.7320550E-08 -0.1131144E-09 -0.4489380E-09  0.5397855E-10  0.7749838E-08 -0.1103729E-07 -0.2634630E-08
 -0.1295265E-08  0.2430252E-08 -0.3295181E-08  0.3830809E-09  0.5918420E-09  0.2254595E-09 -0.8218714E-08  0.1576596E-07  0.4571409E-09
  0.1994417E-08  0.5962952E-08  0.3637408E-08 -0.5110634E-10  0.1245216E-10 -0.4687911E-09 -0.4839715E-08 -0.1102386E-07 -0.1074391E-07
 -0.4336527E-09  0.3481811E-08 -0.1116722E-07 -0.5838689E-09 -0.5022228E-09 -0.1015039E-08 -0.5032211E-08  0.5207611E-08 -0.2743492E-08
  0.6425355E-08  0.6587726E-08 -0.1831258E-08 -0.3921184E-09 -0.3245981E-09 -0.8237013E-09 -0.7853414E-08 -0.5655369E-08  0.2073142E-09
  0.4804283E-09 -0.9139249E-08  0.3992377E-08  0.6144227E-09 -0.2973166E-09 -0.8440148E-09 -0.3432084E-08 -0.1428436E-07 -0.1568918E-08
  0.4441071E-08  0.9974655E-09  0.1982141E-08  0.6927865E-09 -0.8523879E-10  0.2006249E-09  0.3440611E-08  0.1395323E-07  0.2836004E-09
  0.6122018E-08  0.2075535E-09  0.1123271E-07  0.3464605E-09 -0.4885925E-09 -0.2046648E-09  0.7588578E-08  0.5842769E-08 -0.5978085E-08
  0.5969337E-08 -0.8448573E-08 -0.3266908E-09  0.3721924E-09  0.1538636E-09 -0.8365755E-09  0.5020037E-08 -0.4990563E-08  0.1958352E-08
 -0.7763204E-09 -0.5268941E-08 -0.6636108E-08  0.1467715E-09  0.8623712E-10 -0.4253355E-09  0.8025205E-08  0.1708955E-07  0.3381047E-09
  0.2376058E-08 -0.8988093E-09 -0.3682273E-08 -0.8456086E-09 -0.2693685E-10  0.5323498E-09  0.8106032E-08 -0.1577286E-07 -0.1666447E-08
 -0.9320637E-08 -0.1134440E-07 -0.7295248E-08 -0.1900620E-10 -0.4242943E-09 -0.4927687E-11 -0.7769442E-08  0.1068051E-07 -0.3155950E-08
  0.2456441E-08 -0.9214997E-08 -0.1048667E-08  0.7340152E-09  0.2616455E-09 -0.3535506E-09  0.7651482E-09 -0.3759675E-09 -0.2283867E-08
 -0.5454057E-08  0.3976563E-09  0.3889299E-08  0.1078703E-08  0.4947043E-10 -0.8297934E-09  0.1113836E-07  0.4350585E-08  0.1305347E-07
  0.6371535E-08  0.8082017E-09  0.1750266E-08  0.4290535E-09  0.6818118E-11 -0.1560852E-09 -0.1506300E-07 -0.5680034E-08 -0.1754876E-08
  0.3269171E-08  0.1547099E-08 -0.1185863E-07 -0.5268449E-09 -0.1199390E-09  0.7786129E-10  0.1182739E-07 -0.1725257E-07 -0.4432754E-08
 -0.1913540E-08 -0.5654657E-08  0.5127917E-09  0.5325376E-09 -0.6438768E-09 -0.3729087E-09 -0.5473796E-08 -0.4859859E-08  0.4502794E-09
  0.4501784E-08 -0.4439916E-08  0.3605578E-08  0.1129274E-08  0.3512065E-09 -0.6879794E-09 -0.3516793E-08  0.3581044E-08 -0.2164017E-08
 -0.2077877E-08 -0.8061321E-08 -0.3426698E-08 -0.2888531E-09  0.5292131E-10 -0.4024847E-09 -0.5236378E-08 -0.7332647E-08 -0.2436505E-08
  0.1132816E-07  0.8712859E-08  0.3858614E-08  0.2438118E-09 -0.6855859E-10 -0.2832501E-09 -0.5569278E-08 -0.1525716E-07  0.4433989E-08
  0.6655529E-08  0.1497980E-08 -0.2202613E-08  0.4073054E-09 -0.2206569E-10 -0.1992410E-09 -0.1418918E-08 -0.1583590E-07 -0.2184639E-08
  0.5674229E-08 -0.6099338E-08  0.1426807E-08 -0.5067069E-10 -0.3118639E-09 -0.6902935E-10 -0.1919448E-07  0.1937961E-07 -0.1795416E-08
 -0.5179022E-08  0.6582010E-08  0.3606007E-08 -0.9402163E-10  0.5417344E-09 -0.2359690E-09 -0.1138111E-07  0.7412797E-08 -0.4003103E-08
