   100 -0.1088917E-15 -0.1088917E-15  0.0000000E+00
   200 -0.1091302E-15 -0.1091302E-15  0.0000000E+00
   300 -0.1091812E-15 -0.1091812E-15  0.0000000E+00
   400 -0.1089984E-15 -0.1089984E-15  0.0000000E+00
   500 -0.1090880E-15 -0.1090880E-15  0.0000000E+00
   600 -0.1089170E-15 -0.1089170E-15  0.0000000E+00
   700 -0.1088957E-15 -0.1088957E-15  0.0000000E+00
   800 -0.1089760E-15 -0.1089760E-15  0.0000000E+00
   900 -0.1090135E-15 -0.1090135E-15  0.0000000E+00
  1000 -0.1088835E-15 -0.1088835E-15  0.0000000E+00
  1100 -0.1088946E-15 -0.1088946E-15  0.0000000E+00
  1200 -0.1088680E-15 -0.1088680E-15  0.0000000E+00
  1300 -0.1088319E-15 -0.1088319E-15  0.0000000E+00
  1400 -0.1089036E-15 -0.1089036E-15  0.0000000E+00
  1500 -0.1089084E-15 -0.1089084E-15  0.0000000E+00
  1600 -0.1089251E-15 -0.1089251E-15  0.0000000E+00
  1700 -0.1088868E-15 -0.1088868E-15  0.0000000E+00
  1800 -0.1088591E-15 -0.1088591E-15  0.0000000E+00
  1900 -0.1089230E-15 -0.1089230E-15  0.0000000E+00
  2000 -0.1088564E-15 -0.1088564E-15  0.0000000E+00
  2100 -0.1089269E-15 -0.1089269E-15  0.0000000E+00
  2200 -0.1088471E-15 -0.1088471E-15  0.0000000E+00
  2300 -0.1088866E-15 -0.1088866E-15  0.0000000E+00
  2400 -0.1088479E-15 -0.1088479E-15  0.0000000E+00
  2500 -0.1088776E-15 -0.1088776E-15  0.0000000E+00
  2600 -0.1089129E-15 -0.1089129E-15  0.0000000E+00
  2700 -0.1089270E-15 -0.1089270E-15  0.0000000E+00
  2800 -0.1089237E-15 -0.1089237E-15  0.0000000E+00
  2900 -0.1088630E-15 -0.1088630E-15  0.0000000E+00
  3000 -0.1088854E-15 -0.1088854E-15  0.0000000E+00
  3100 -0.1088898E-15 -0.1088898E-15  0.0000000E+00
  3200 -0.1088475E-15 -0.1088475E-15  0.0000000E+00
  3300 -0.1088533E-15 -0.1088533E-15  0.0000000E+00
  3400 -0.1088654E-15 -0.1088654E-15  0.0000000E+00
  3500 -0.1088045E-15 -0.1088045E-15  0.0000000E+00
  3600 -0.1088686E-15 -0.1088686E-15  0.0000000E+00
  3700 -0.1088454E-15 -0.1088454E-15  0.0000000E+00
  3800 -0.1089380E-15 -0.1089380E-15  0.0000000E+00
  3900 -0.1088913E-15 -0.1088913E-15  0.0000000E+00
  4000 -0.1089663E-15 -0.1089663E-15  0.0000000E+00
  4100 -0.1089196E-15 -0.1089196E-15  0.0000000E+00
  4200 -0.1088860E-15 -0.1088860E-15  0.0000000E+00
  4300 -0.1088256E-15 -0.1088256E-15  0.0000000E+00
  4400 -0.1088252E-15 -0.1088252E-15  0.0000000E+00
  4500 -0.1088869E-15 -0.1088869E-15  0.0000000E+00
  4600 -0.1088957E-15 -0.1088957E-15  0.0000000E+00
  4700 -0.1088475E-15 -0.1088475E-15  0.0000000E+00
  4800 -0.1088244E-15 -0.1088244E-15  0.0000000E+00
  4900 -0.1088307E-15 -0.1088307E-15  0.0000000E+00
  5000 -0.1088451E-15 -0.1088451E-15  0.0000000E+00
