   100  0.5376614E+00  0.6098283E-04  0.4633836E+00
   200  0.1813942E+03  0.1755050E+03  0.1540503E+03
   300  0.1570306E+03  0.1752806E+03  0.1399322E+03
   400  0.1176398E+03  0.1745357E+03  0.7778952E+02
   500  0.1907809E+03  0.1753051E+03  0.1401967E+03
   600  0.1509263E+03  0.1748248E+03  0.1173208E+03
   700  0.1497436E+03  0.1747243E+03  0.9519368E+02
   800  0.1853735E+03  0.1755699E+03  0.1497634E+03
   900  0.1972039E+03  0.1740512E+03  0.1392334E+03
  1000  0.1763620E+03  0.1757974E+03  0.1324725E+03
  1100  0.2023502E+03  0.1750631E+03  0.1500441E+03
  1200  0.1731961E+03  0.1752787E+03  0.1387329E+03
  1300  0.1743016E+03  0.1748578E+03  0.1256078E+03
  1400  0.1951593E+03  0.1748333E+03  0.1583999E+03
  1500  0.1949189E+03  0.1747403E+03  0.1335296E+03
  1600  0.1837900E+03  0.1751862E+03  0.1297641E+03
  1700  0.1903850E+03  0.1749360E+03  0.1361127E+03
  1800  0.1791087E+03  0.1740233E+03  0.1408845E+03
  1900  0.1956155E+03  0.1755438E+03  0.1363818E+03
  2000  0.1911519E+03  0.1756543E+03  0.1378456E+03
  2100  0.2053008E+03  0.1751650E+03  0.1422890E+03
  2200  0.1832606E+03  0.1752054E+03  0.1516711E+03
  2300  0.1888800E+03  0.1748912E+03  0.1360848E+03
  2400  0.1838459E+03  0.1752834E+03  0.1515036E+03
  2500  0.1824196E+03  0.1747598E+03  0.1330017E+03
  2600  0.1826328E+03  0.1747797E+03  0.1504843E+03
  2700  0.1915777E+03  0.1758333E+03  0.1674383E+03
  2800  0.1845412E+03  0.1751413E+03  0.1656868E+03
  2900  0.1871132E+03  0.1747852E+03  0.1637544E+03
  3000  0.1806923E+03  0.1749224E+03  0.1568738E+03
  3100  0.1927124E+03  0.1749591E+03  0.1589369E+03
  3200  0.1786765E+03  0.1748749E+03  0.1732693E+03
  3300  0.1882697E+03  0.1748916E+03  0.1602166E+03
  3400  0.2012190E+03  0.1753092E+03  0.1429737E+03
  3500  0.1744836E+03  0.1748639E+03  0.1622290E+03
  3600  0.1914380E+03  0.1751007E+03  0.1376011E+03
  3700  0.1829349E+03  0.1750145E+03  0.1484117E+03
  3800  0.2033003E+03  0.1750211E+03  0.1306069E+03
  3900  0.1885984E+03  0.1748810E+03  0.1297781E+03
  4000  0.2057675E+03  0.1747025E+03  0.1380495E+03
  4100  0.2041402E+03  0.1748220E+03  0.1637767E+03
  4200  0.2054673E+03  0.1751965E+03  0.1390713E+03
  4300  0.1810007E+03  0.1749972E+03  0.1370969E+03
  4400  0.1867745E+03  0.1750776E+03  0.1449178E+03
  4500  0.1792797E+03  0.1748731E+03  0.1349301E+03
  4600  0.1876937E+03  0.1751574E+03  0.1356818E+03
  4700  0.1900317E+03  0.1748852E+03  0.1460370E+03
  4800  0.1766407E+03  0.1752408E+03  0.1431095E+03
  4900  0.1815837E+03  0.1748909E+03  0.1454834E+03
  5000  0.1928249E+03  0.1749108E+03  0.1499894E+03
  5100  0.1893398E+03  0.1751030E+03  0.1472632E+03
  5200  0.1943840E+03  0.1622524E+03  0.1469376E+03
  5300  0.1974112E+03  0.1662613E+03  0.1471796E+03
  5400  0.2088850E+03  0.1680692E+03  0.1559549E+03
  5500  0.1977022E+03  0.1657834E+03  0.1468171E+03
  5600  0.1951372E+03  0.1669319E+03  0.1407894E+03
  5700  0.1813199E+03  0.1594746E+03  0.1523287E+03
  5800  0.1965258E+03  0.1613938E+03  0.1498685E+03
  5900  0.1863456E+03  0.1631763E+03  0.1608120E+03
  6000  0.1803087E+03  0.1608066E+03  0.1576306E+03
  6100  0.1928325E+03  0.1576726E+03  0.1416295E+03
  6200  0.1897262E+03  0.1517486E+03  0.1366589E+03
  6300  0.1860284E+03  0.1525739E+03  0.1570088E+03
  6400  0.2038880E+03  0.1486262E+03  0.1395569E+03
  6500  0.2014959E+03  0.1546373E+03  0.1410924E+03
  6600  0.1951858E+03  0.1543963E+03  0.1453007E+03
  6700  0.1923333E+03  0.1490179E+03  0.1471765E+03
  6800  0.1896894E+03  0.1506568E+03  0.1351893E+03
  6900  0.2044589E+03  0.1493244E+03  0.1348261E+03
  7000  0.1910843E+03  0.1453275E+03  0.1382462E+03
  7100  0.1860725E+03  0.1480702E+03  0.1473947E+03
  7200  0.1930285E+03  0.1448991E+03  0.1557897E+03
  7300  0.1944038E+03  0.1484878E+03  0.1389595E+03
  7400  0.2152074E+03  0.1479916E+03  0.1522643E+03
  7500  0.2250835E+03  0.1472451E+03  0.1518008E+03
  7600  0.2038654E+03  0.1514606E+03  0.1521403E+03
  7700  0.2095591E+03  0.1538565E+03  0.1620367E+03
  7800  0.1947590E+03  0.1466205E+03  0.1497902E+03
  7900  0.2147364E+03  0.1428358E+03  0.1532349E+03
  8000  0.2306962E+03  0.1447482E+03  0.1399869E+03
  8100  0.2056347E+03  0.1474217E+03  0.1371571E+03
  8200  0.1999974E+03  0.1526149E+03  0.1399475E+03
  8300  0.1924880E+03  0.1520192E+03  0.1460551E+03
  8400  0.2020591E+03  0.1473292E+03  0.1403630E+03
  8500  0.2032680E+03  0.1502964E+03  0.1164034E+03
  8600  0.1794535E+03  0.1434204E+03  0.1325343E+03
  8700  0.1897087E+03  0.1473794E+03  0.1268768E+03
  8800  0.2179312E+03  0.1413932E+03  0.1249461E+03
  8900  0.1950727E+03  0.1494465E+03  0.1413558E+03
  9000  0.2228823E+03  0.1514333E+03  0.1342918E+03
  9100  0.2053607E+03  0.1444628E+03  0.1489809E+03
  9200  0.1997772E+03  0.1494628E+03  0.1312107E+03
  9300  0.1899980E+03  0.1504472E+03  0.1438131E+03
  9400  0.1845690E+03  0.1434644E+03  0.1356933E+03
  9500  0.1786415E+03  0.1502938E+03  0.1373810E+03
  9600  0.1953801E+03  0.1548143E+03  0.1468870E+03
  9700  0.1865829E+03  0.1487687E+03  0.1560806E+03
  9800  0.2005980E+03  0.1388096E+03  0.1490451E+03
  9900  0.1890591E+03  0.1454650E+03  0.1489727E+03
 10000  0.2077757E+03  0.1489569E+03  0.1396078E+03
 10100  0.1963876E+03  0.1516178E+03  0.1541406E+03
 10200  0.2120417E+03  0.1517730E+03  0.1537262E+03
 10300  0.2089692E+03  0.1484201E+03  0.1464441E+03
 10400  0.2186477E+03  0.1513799E+03  0.1407800E+03
 10500  0.2031262E+03  0.1548025E+03  0.1276732E+03
 10600  0.1968340E+03  0.1542152E+03  0.1365278E+03
 10700  0.1997326E+03  0.1509655E+03  0.1399622E+03
 10800  0.1860258E+03  0.1441482E+03  0.1428915E+03
 10900  0.1952790E+03  0.1539657E+03  0.1357928E+03
 11000  0.1895030E+03  0.1504755E+03  0.1538782E+03
 11100  0.1832271E+03  0.1532137E+03  0.1419747E+03
 11200  0.1804992E+03  0.1468278E+03  0.1406285E+03
 11300  0.1687240E+03  0.1519361E+03  0.1451728E+03
 11400  0.1791956E+03  0.1554789E+03  0.1504236E+03
 11500  0.1603444E+03  0.1534506E+03  0.1400843E+03
 11600  0.1853052E+03  0.1532803E+03  0.1521334E+03
 11700  0.1979679E+03  0.1517765E+03  0.1470446E+03
 11800  0.1873804E+03  0.1578058E+03  0.1427678E+03
 11900  0.1802555E+03  0.1524580E+03  0.1484101E+03
