     1  0.0000000E+00  0.0000000E+00  0.0000000E+00
     2  0.0000000E+00  0.0000000E+00  0.0000000E+00
     3  0.0000000E+00  0.0000000E+00  0.0000000E+00
     4  0.0000000E+00  0.0000000E+00  0.0000000E+00
     5  0.0000000E+00  0.0000000E+00  0.0000000E+00
     6  0.0000000E+00  0.0000000E+00  0.0000000E+00
     7  0.0000000E+00  0.0000000E+00  0.0000000E+00
     8  0.0000000E+00  0.0000000E+00  0.0000000E+00
     9  0.0000000E+00  0.0000000E+00  0.0000000E+00
    10  0.0000000E+00  0.0000000E+00  0.0000000E+00
    11  0.0000000E+00  0.0000000E+00  0.0000000E+00
    12  0.0000000E+00  0.0000000E+00  0.0000000E+00
    13  0.0000000E+00  0.0000000E+00  0.0000000E+00
    14  0.0000000E+00  0.0000000E+00  0.0000000E+00
    15  0.0000000E+00  0.0000000E+00  0.0000000E+00
    16  0.0000000E+00  0.0000000E+00  0.0000000E+00
    17  0.0000000E+00  0.0000000E+00  0.0000000E+00
    18  0.0000000E+00  0.0000000E+00  0.0000000E+00
    19  0.0000000E+00  0.0000000E+00  0.0000000E+00
    20  0.0000000E+00  0.0000000E+00  0.0000000E+00
    21  0.0000000E+00  0.0000000E+00  0.0000000E+00
    22  0.0000000E+00  0.0000000E+00  0.0000000E+00
    23  0.0000000E+00  0.0000000E+00  0.0000000E+00
    24  0.0000000E+00  0.0000000E+00  0.0000000E+00
    25  0.0000000E+00  0.0000000E+00  0.0000000E+00
    26  0.0000000E+00  0.0000000E+00  0.0000000E+00
    27  0.0000000E+00  0.0000000E+00  0.0000000E+00
    28  0.0000000E+00  0.0000000E+00  0.0000000E+00
    29  0.0000000E+00  0.0000000E+00  0.0000000E+00
    30  0.0000000E+00  0.0000000E+00  0.0000000E+00
    31  0.0000000E+00  0.0000000E+00  0.0000000E+00
    32  0.0000000E+00  0.0000000E+00  0.0000000E+00
    33  0.0000000E+00  0.0000000E+00  0.0000000E+00
    34  0.0000000E+00  0.0000000E+00  0.0000000E+00
    35  0.0000000E+00  0.0000000E+00  0.0000000E+00
    36  0.0000000E+00  0.0000000E+00  0.0000000E+00
    37  0.0000000E+00  0.0000000E+00  0.0000000E+00
    38  0.0000000E+00  0.0000000E+00  0.0000000E+00
    39  0.0000000E+00  0.0000000E+00  0.0000000E+00
    40  0.0000000E+00  0.0000000E+00  0.0000000E+00
    41  0.0000000E+00  0.0000000E+00  0.0000000E+00
    42  0.0000000E+00  0.0000000E+00  0.0000000E+00
    43  0.0000000E+00  0.0000000E+00  0.0000000E+00
    44  0.0000000E+00  0.0000000E+00  0.0000000E+00
    45  0.0000000E+00  0.0000000E+00  0.0000000E+00
    46  0.0000000E+00  0.0000000E+00  0.0000000E+00
    47  0.0000000E+00  0.0000000E+00  0.0000000E+00
    48  0.0000000E+00  0.0000000E+00  0.0000000E+00
    49  0.0000000E+00  0.0000000E+00  0.0000000E+00
    50  0.0000000E+00  0.0000000E+00  0.0000000E+00
    51 -0.1443869E-03 -0.7808447E-05 -0.4292121E-05
    52 -0.1557686E-04 -0.6639014E-04  0.1016522E-03
    53  0.2619057E-04 -0.1220853E-04  0.1457440E-03
    54  0.7860379E-04 -0.7778780E-04 -0.8648439E-04
    55 -0.2122401E-04 -0.3833500E-04  0.6847421E-04
    56  0.5982067E-04  0.1149629E-03  0.8730554E-05
    57 -0.1143664E-03  0.1260721E-03  0.1233409E-03
    58  0.7940084E-04 -0.8694341E-04  0.8547053E-04
    59 -0.1752619E-04  0.1884876E-04 -0.3319935E-04
    60 -0.1925005E-03  0.1086049E-04 -0.1304565E-03
    61  0.8529126E-04 -0.4048432E-04 -0.1195792E-04
    62  0.2883454E-05 -0.1289423E-03  0.7296711E-04
    63 -0.8370834E-04 -0.9623511E-04  0.1148453E-03
    64 -0.4860284E-05  0.1958741E-03  0.3984879E-04
    65  0.1943573E-04  0.6316693E-04 -0.6094543E-05
    66  0.5839563E-04  0.8095379E-04 -0.1651419E-03
    67 -0.9333701E-04  0.3882976E-04 -0.6099278E-04
    68  0.6758051E-05  0.1377392E-03 -0.3835784E-04
    69 -0.1406477E-03 -0.7924413E-04 -0.8339411E-04
    70 -0.5919625E-04 -0.1303760E-03 -0.4836984E-04
    71 -0.2699950E-04 -0.3685416E-04 -0.8584274E-04
    72  0.2810942E-04 -0.2335278E-04  0.1147175E-03
    73 -0.1212824E-03 -0.1015686E-03  0.7784955E-04
    74 -0.2202181E-04 -0.3568691E-04 -0.2104249E-04
    75  0.3198376E-04 -0.1260826E-03  0.7706860E-06
    76 -0.1044901E-03  0.1058593E-03 -0.2859860E-05
    77  0.6733908E-04  0.1386311E-03  0.1543335E-03
    78  0.4051252E-04 -0.2660827E-05  0.9645421E-05
    79  0.9362764E-04  0.2553580E-04  0.2412915E-04
    80 -0.1414721E-03  0.1468019E-05 -0.5309729E-04
    81  0.4217263E-06  0.2129420E-05  0.2037969E-03
    82  0.1722052E-04 -0.1319836E-03  0.3140272E-04
    83 -0.1799045E-05  0.1710250E-03 -0.4495510E-04
    84 -0.9741137E-04  0.9697650E-04 -0.1269751E-04
    85  0.5757106E-04  0.1773576E-03  0.7379463E-04
    86 -0.1415355E-04 -0.2217075E-04 -0.3602137E-05
    87 -0.1452151E-04 -0.1518411E-03  0.8578426E-04
    88 -0.9427569E-04 -0.2802350E-04  0.1169857E-03
    89 -0.9209007E-04  0.3493393E-04  0.1228322E-03
    90 -0.2762534E-04  0.8902165E-04 -0.1217430E-03
    91 -0.1044372E-03 -0.4183707E-05  0.7794153E-04
    92  0.1471242E-04 -0.8639540E-04 -0.9013744E-04
    93 -0.1097699E-04  0.2605121E-04 -0.1304847E-03
    94  0.7175746E-04  0.1484236E-03 -0.2007772E-04
    95 -0.5948187E-04  0.1865314E-04  0.4600615E-04
    96 -0.9570438E-04  0.2329621E-04 -0.8981720E-04
    97 -0.1108378E-03 -0.2632223E-04 -0.3646276E-04
    98 -0.3928751E-04 -0.8513268E-04  0.1021820E-03
    99 -0.3993195E-04  0.1414274E-03 -0.3090593E-04
   100  0.9179150E-04  0.3383563E-04  0.1539419E-03
   101 -0.6258817E-07 -0.3887669E-06 -0.1885081E-04
   102 -0.2492543E-06  0.2930278E-06 -0.2069306E-04
   103 -0.4876884E-07 -0.5342244E-08 -0.2076882E-04
   104 -0.3022559E-06  0.8206869E-07 -0.2071971E-04
   105 -0.7810305E-06  0.4083035E-06 -0.2024255E-04
   106 -0.3347672E-06 -0.5540358E-07 -0.1882935E-04
   107 -0.3725917E-06 -0.2691885E-06 -0.2065812E-04
   108 -0.1130294E-06  0.7450762E-06 -0.2042735E-04
   109 -0.6924102E-06  0.4418583E-06 -0.2034040E-04
   110 -0.8955104E-06  0.4402444E-06 -0.1970486E-04
   111  0.3646723E-06 -0.7909933E-06 -0.1927875E-04
   112 -0.9767710E-06 -0.2134087E-06 -0.1975065E-04
   113  0.3758952E-06  0.4257646E-06 -0.1894696E-04
   114  0.7582149E-06  0.4176981E-06 -0.1926938E-04
   115  0.8370269E-06  0.2759729E-06 -0.2024249E-04
   116  0.8913657E-06  0.3788490E-06 -0.2001890E-04
   117  0.8319863E-06  0.4557960E-06 -0.2008633E-04
   118 -0.2474137E-06 -0.9665761E-06 -0.1983723E-04
   119 -0.7948456E-06  0.2381777E-07 -0.1916368E-04
   120  0.4732991E-06  0.3524925E-06 -0.2057732E-04
   121  0.4248522E-06 -0.7537667E-06 -0.2027136E-04
   122 -0.5593399E-06 -0.4896975E-06 -0.2043885E-04
   123 -0.2981340E-06  0.9432419E-06 -0.1991635E-04
   124 -0.6825942E-06 -0.6302300E-06 -0.2013999E-04
   125  0.5068457E-06 -0.1213740E-06 -0.2062347E-04
   126  0.1018652E-06  0.9193148E-07 -0.1877948E-04
   127  0.5695706E-06 -0.2923256E-06 -0.1900182E-04
   128 -0.1313873E-06  0.2694742E-07 -0.2076099E-04
   129  0.5326501E-06 -0.8094488E-06 -0.2001716E-04
   130 -0.6644281E-06  0.5607991E-06 -0.2026403E-04
   131 -0.3686411E-06  0.2307250E-06 -0.1886954E-04
   132  0.9722000E-06  0.7434856E-07 -0.1954799E-04
   133 -0.2408552E-06  0.8771348E-06 -0.1935454E-04
   134 -0.9848713E-06 -0.1696209E-06 -0.1980548E-04
   135 -0.3365001E-06  0.2366336E-06 -0.1885856E-04
   136 -0.6975034E-06  0.7113142E-06 -0.1968330E-04
   137 -0.4559878E-06  0.3025337E-06 -0.1893303E-04
   138 -0.6445578E-06 -0.7627920E-06 -0.1971812E-04
   139 -0.6878940E-06  0.5752912E-06 -0.2021256E-04
   140  0.5194545E-06  0.5713658E-06 -0.1913464E-04
   141  0.4435412E-06 -0.1010553E-06 -0.2066056E-04
   142 -0.1242334E-06  0.2670049E-06 -0.2072568E-04
   143 -0.3141938E-06 -0.8157117E-06 -0.1928433E-04
   144  0.7349454E-06  0.3369783E-06 -0.2035850E-04
   145  0.1405175E-08  0.1824769E-08 -0.2077002E-04
   146 -0.4812531E-06  0.3450515E-06 -0.2057584E-04
   147  0.4384022E-06 -0.5246797E-07 -0.2066727E-04
   148 -0.2439730E-06  0.5178532E-07 -0.2073842E-04
   149 -0.6183418E-06  0.2077881E-06 -0.1901208E-04
   150  0.1905512E-06 -0.7955776E-06 -0.1919492E-04
   151 -0.4025544E-06  0.8832383E-06 -0.2586904E-04
   152  0.1719425E-06  0.7520530E-06 -0.2547326E-04
   153  0.9290595E-06  0.2284786E-07 -0.2574032E-04
   154 -0.9304800E-06 -0.2819794E-06 -0.2587567E-04
   155  0.5042301E-06  0.7854368E-06 -0.2646849E-04
   156 -0.9713579E-06 -0.9641196E-07 -0.2632673E-04
   157 -0.9495676E-06 -0.2424344E-06 -0.2630841E-04
   158  0.7809177E-06 -0.3402138E-06 -0.2663302E-04
   159  0.9807546E-06 -0.1517591E-06 -0.2623238E-04
   160  0.7868695E-06  0.5565968E-06 -0.2637607E-04
   161  0.9873082E-06  0.1463524E-06 -0.2604787E-04
   162  0.2205626E-06  0.2446602E-06 -0.2705373E-04
   163  0.9921463E-07 -0.3724395E-06 -0.2518646E-04
   164  0.2530293E-06 -0.4168777E-06 -0.2698258E-04
   165 -0.2619332E-06 -0.4153465E-06 -0.2698068E-04
   166  0.7300296E-06 -0.4312843E-07 -0.2542749E-04
   167  0.9700593E-06  0.9165851E-07 -0.2633445E-04
   168  0.4774662E-07 -0.4903960E-07 -0.2710720E-04
   169 -0.8456909E-06  0.5068584E-06 -0.2594251E-04
   170 -0.6196554E-06  0.3976725E-06 -0.2543287E-04
   171  0.2749663E-06  0.6428236E-06 -0.2539426E-04
   172 -0.5567927E-06 -0.6471045E-06 -0.2663035E-04
