   19.600000000000001     
   19.600000000000001     
   60.680000000000007     
     1  0.9800000E+00  0.9800000E+00  0.5970000E+02  0.0000000E+00  0.0000000E+00  0.0000000E+00
     2  0.9800000E+00  0.4900000E+01  0.5970000E+02  0.0000000E+00  0.0000000E+00  0.0000000E+00
     3  0.9800000E+00  0.8820000E+01  0.5970000E+02  0.0000000E+00  0.0000000E+00  0.0000000E+00
     4  0.9800000E+00  0.1274000E+02  0.5970000E+02  0.0000000E+00  0.0000000E+00  0.0000000E+00
     5  0.9800000E+00  0.1666000E+02  0.5970000E+02  0.0000000E+00  0.0000000E+00  0.0000000E+00
     6  0.2940000E+01  0.2940000E+01  0.5970000E+02  0.0000000E+00  0.0000000E+00  0.0000000E+00
     7  0.2940000E+01  0.6860000E+01  0.5970000E+02  0.0000000E+00  0.0000000E+00  0.0000000E+00
     8  0.2940000E+01  0.1078000E+02  0.5970000E+02  0.0000000E+00  0.0000000E+00  0.0000000E+00
     9  0.2940000E+01  0.1470000E+02  0.5970000E+02  0.0000000E+00  0.0000000E+00  0.0000000E+00
    10  0.2940000E+01  0.1862000E+02  0.5970000E+02  0.0000000E+00  0.0000000E+00  0.0000000E+00
    11  0.4900000E+01  0.9800000E+00  0.5970000E+02  0.0000000E+00  0.0000000E+00  0.0000000E+00
    12  0.4900000E+01  0.4900000E+01  0.5970000E+02  0.0000000E+00  0.0000000E+00  0.0000000E+00
    13  0.4900000E+01  0.8820000E+01  0.5970000E+02  0.0000000E+00  0.0000000E+00  0.0000000E+00
    14  0.4900000E+01  0.1274000E+02  0.5970000E+02  0.0000000E+00  0.0000000E+00  0.0000000E+00
    15  0.4900000E+01  0.1666000E+02  0.5970000E+02  0.0000000E+00  0.0000000E+00  0.0000000E+00
    16  0.6860000E+01  0.2940000E+01  0.5970000E+02  0.0000000E+00  0.0000000E+00  0.0000000E+00
    17  0.6860000E+01  0.6860000E+01  0.5970000E+02  0.0000000E+00  0.0000000E+00  0.0000000E+00
    18  0.6860000E+01  0.1078000E+02  0.5970000E+02  0.0000000E+00  0.0000000E+00  0.0000000E+00
    19  0.6860000E+01  0.1470000E+02  0.5970000E+02  0.0000000E+00  0.0000000E+00  0.0000000E+00
    20  0.6860000E+01  0.1862000E+02  0.5970000E+02  0.0000000E+00  0.0000000E+00  0.0000000E+00
    21  0.8820000E+01  0.9800000E+00  0.5970000E+02  0.0000000E+00  0.0000000E+00  0.0000000E+00
    22  0.8820000E+01  0.4900000E+01  0.5970000E+02  0.0000000E+00  0.0000000E+00  0.0000000E+00
    23  0.8820000E+01  0.8820000E+01  0.5970000E+02  0.0000000E+00  0.0000000E+00  0.0000000E+00
    24  0.8820000E+01  0.1274000E+02  0.5970000E+02  0.0000000E+00  0.0000000E+00  0.0000000E+00
    25  0.8820000E+01  0.1666000E+02  0.5970000E+02  0.0000000E+00  0.0000000E+00  0.0000000E+00
    26  0.1078000E+02  0.2940000E+01  0.5970000E+02  0.0000000E+00  0.0000000E+00  0.0000000E+00
    27  0.1078000E+02  0.6860000E+01  0.5970000E+02  0.0000000E+00  0.0000000E+00  0.0000000E+00
    28  0.1078000E+02  0.1078000E+02  0.5970000E+02  0.0000000E+00  0.0000000E+00  0.0000000E+00
    29  0.1078000E+02  0.1470000E+02  0.5970000E+02  0.0000000E+00  0.0000000E+00  0.0000000E+00
    30  0.1078000E+02  0.1862000E+02  0.5970000E+02  0.0000000E+00  0.0000000E+00  0.0000000E+00
    31  0.1274000E+02  0.9800000E+00  0.5970000E+02  0.0000000E+00  0.0000000E+00  0.0000000E+00
    32  0.1274000E+02  0.4900000E+01  0.5970000E+02  0.0000000E+00  0.0000000E+00  0.0000000E+00
    33  0.1274000E+02  0.8820000E+01  0.5970000E+02  0.0000000E+00  0.0000000E+00  0.0000000E+00
    34  0.1274000E+02  0.1274000E+02  0.5970000E+02  0.0000000E+00  0.0000000E+00  0.0000000E+00
    35  0.1274000E+02  0.1666000E+02  0.5970000E+02  0.0000000E+00  0.0000000E+00  0.0000000E+00
    36  0.1470000E+02  0.2940000E+01  0.5970000E+02  0.0000000E+00  0.0000000E+00  0.0000000E+00
    37  0.1470000E+02  0.6860000E+01  0.5970000E+02  0.0000000E+00  0.0000000E+00  0.0000000E+00
    38  0.1470000E+02  0.1078000E+02  0.5970000E+02  0.0000000E+00  0.0000000E+00  0.0000000E+00
    39  0.1470000E+02  0.1470000E+02  0.5970000E+02  0.0000000E+00  0.0000000E+00  0.0000000E+00
    40  0.1470000E+02  0.1862000E+02  0.5970000E+02  0.0000000E+00  0.0000000E+00  0.0000000E+00
    41  0.1666000E+02  0.9800000E+00  0.5970000E+02  0.0000000E+00  0.0000000E+00  0.0000000E+00
    42  0.1666000E+02  0.4900000E+01  0.5970000E+02  0.0000000E+00  0.0000000E+00  0.0000000E+00
    43  0.1666000E+02  0.8820000E+01  0.5970000E+02  0.0000000E+00  0.0000000E+00  0.0000000E+00
    44  0.1666000E+02  0.1274000E+02  0.5970000E+02  0.0000000E+00  0.0000000E+00  0.0000000E+00
    45  0.1666000E+02  0.1666000E+02  0.5970000E+02  0.0000000E+00  0.0000000E+00  0.0000000E+00
    46  0.1862000E+02  0.2940000E+01  0.5970000E+02  0.0000000E+00  0.0000000E+00  0.0000000E+00
    47  0.1862000E+02  0.6860000E+01  0.5970000E+02  0.0000000E+00  0.0000000E+00  0.0000000E+00
    48  0.1862000E+02  0.1078000E+02  0.5970000E+02  0.0000000E+00  0.0000000E+00  0.0000000E+00
    49  0.1862000E+02  0.1470000E+02  0.5970000E+02  0.0000000E+00  0.0000000E+00  0.0000000E+00
    50  0.1862000E+02  0.1862000E+02  0.5970000E+02  0.0000000E+00  0.0000000E+00  0.0000000E+00
    51  0.9618270E+00  0.2965603E+01  0.5771522E+02 -0.1488725E-02 -0.4637607E-03  0.1808545E-03
    52  0.9087725E+00  0.6871939E+01  0.5779487E+02 -0.9818142E-03 -0.5668140E-03 -0.5231287E-03
    53  0.9151016E+00  0.1079264E+02  0.5775469E+02 -0.1414765E-02  0.3243982E-03 -0.1543549E-02
    54  0.9647534E+00  0.1472034E+02  0.5778231E+02  0.1386869E-02 -0.1726869E-02  0.8993241E-03
    55  0.9440447E+00  0.1859297E+02  0.5779344E+02  0.1794194E-02 -0.4636999E-03 -0.7096784E-03
    56  0.2921443E+01  0.9777620E+00  0.5774153E+02 -0.6681175E-03  0.1114219E-02  0.6533527E-03
    57  0.2925179E+01  0.4946225E+01  0.5775012E+02 -0.1996715E-03  0.1219833E-02  0.4729659E-03
    58  0.2920209E+01  0.8892575E+01  0.5776909E+02 -0.1822540E-02  0.4636716E-03  0.5491644E-03
    59  0.2931486E+01  0.1280074E+02  0.5775990E+02  0.1639767E-02  0.5176803E-03 -0.7373497E-03
    60  0.2969917E+01  0.1662990E+02  0.5779398E+02  0.1406052E-02 -0.2444483E-03  0.4929537E-03
    61  0.4893282E+01  0.2905359E+01  0.5773686E+02 -0.1721157E-02 -0.1692020E-03  0.1083221E-02
    62  0.4916294E+01  0.6881360E+01  0.5779943E+02 -0.8823447E-03  0.1714001E-02  0.1644240E-03
    63  0.4942821E+01  0.1074635E+02  0.5777914E+02  0.1445515E-02  0.8297526E-03 -0.4648218E-03
    64  0.4955076E+01  0.1470368E+02  0.5781735E+02 -0.4228393E-03 -0.6973938E-05 -0.4187959E-04
    65  0.4918546E+01  0.1865772E+02  0.5776833E+02 -0.1328041E-02 -0.7556090E-03  0.4540327E-03
    66  0.6846994E+01  0.9644331E+00  0.5776166E+02  0.2905850E-03 -0.2849788E-04  0.6810643E-03
    67  0.6834393E+01  0.4921365E+01  0.5774057E+02 -0.4920579E-03 -0.1109706E-02 -0.3277210E-04
    68  0.6874215E+01  0.8760210E+01  0.5777197E+02  0.8407692E-03  0.7329976E-03  0.1402420E-02
    69  0.6903585E+01  0.1272264E+02  0.5781676E+02 -0.8683601E-03  0.3012591E-03 -0.1383829E-03
    70  0.6875892E+01  0.1670463E+02  0.5780361E+02 -0.1498050E-02 -0.9259158E-04  0.1358404E-02
    71  0.8830844E+01  0.2924584E+01  0.5779234E+02  0.1664163E-02 -0.1224107E-02 -0.2358120E-03
    72  0.8815782E+01  0.6797318E+01  0.5778961E+02  0.5139851E-03  0.1534786E-02 -0.4186260E-03
    73  0.8843080E+01  0.1075984E+02  0.5777070E+02 -0.1123173E-03 -0.8589906E-03 -0.9495708E-03
    74  0.8846186E+01  0.1471133E+02  0.5775298E+02 -0.1301966E-02 -0.1282969E-02  0.5658854E-03
    75  0.8817302E+01  0.1863984E+02  0.5783946E+02 -0.9808312E-05  0.4795464E-03 -0.7652782E-03
    76  0.1076410E+02  0.9148077E+00  0.5781195E+02 -0.3677318E-03 -0.1220120E-02 -0.1820400E-02
    77  0.1076954E+02  0.4833837E+01  0.5773373E+02  0.1887222E-02 -0.4237955E-03 -0.1036332E-02
    78  0.1078417E+02  0.8814169E+01  0.5782415E+02 -0.6913058E-03 -0.8049631E-03  0.3459487E-03
    79  0.1079769E+02  0.1271279E+02  0.5776855E+02 -0.6350353E-03  0.2523732E-04  0.3170417E-03
    80  0.1079988E+02  0.1666008E+02  0.5780171E+02 -0.7426664E-03 -0.4313204E-03 -0.2174522E-02
    81  0.1270144E+02  0.2984359E+01  0.5775259E+02 -0.6643645E-03  0.1215489E-02 -0.9574875E-03
    82  0.1274343E+02  0.6845055E+01  0.5782528E+02 -0.2232342E-03  0.4359705E-03 -0.4686100E-03
    83  0.1269580E+02  0.1074836E+02  0.5782074E+02  0.1013875E-02  0.2824740E-04  0.5076414E-04
    84  0.1275710E+02  0.1470832E+02  0.5780628E+02 -0.1767091E-03 -0.2472421E-03 -0.2349681E-04
    85  0.1279793E+02  0.1862061E+02  0.5776046E+02 -0.4610698E-03 -0.1309348E-02 -0.1889607E-02
