   100  0.1332928E-01  0.1591876E+01  0.7528115E-02  0.1357997E-01
   200  0.2101315E-01  0.1855318E+03  0.8095053E+02  0.2777002E+03
   300  0.8292553E-02  0.2335059E+03  0.1562433E+03  0.8134265E+02
   400  0.2814418E-01  0.1776952E+03  0.1001008E+03  0.7512348E+02
   500  0.1165200E-01  0.1958400E+03  0.1815474E+03  0.1949552E+03
   600  0.8241656E-02  0.1620761E+03  0.1596363E+03  0.1310664E+03
   700  0.1498775E-01  0.1982155E+03  0.1452325E+03  0.1057830E+03
   800  0.7410241E-02  0.1961138E+03  0.2037837E+03  0.1562231E+03
   900  0.1255613E-01  0.2089557E+03  0.2079036E+03  0.1747525E+03
  1000  0.2078810E-01  0.2174022E+03  0.1554257E+03  0.1562582E+03
  1100  0.8622016E-02  0.2199825E+03  0.2128567E+03  0.1742115E+03
  1200  0.6795065E-02  0.1861911E+03  0.1729464E+03  0.1604508E+03
  1300  0.1119364E-01  0.2008026E+03  0.1644422E+03  0.1576601E+03
  1400  0.7173113E-02  0.1990814E+03  0.2492137E+03  0.1371827E+03
  1500  0.1233185E-01  0.2057678E+03  0.2071269E+03  0.1718619E+03
  1600  0.8686571E-02  0.1754569E+03  0.1733263E+03  0.2025869E+03
  1700  0.8561718E-02  0.2041796E+03  0.1913374E+03  0.1756379E+03
  1800  0.9597108E-02  0.1904103E+03  0.1995534E+03  0.1473622E+03
  1900  0.7808254E-02  0.2249368E+03  0.1644427E+03  0.1974669E+03
  2000  0.7677240E-02  0.2132892E+03  0.1979498E+03  0.1622166E+03
  2100  0.5574530E-02  0.2011449E+03  0.2168182E+03  0.1979393E+03
  2200  0.1079837E-01  0.1625254E+03  0.1822363E+03  0.2050200E+03
  2300  0.7334869E-02  0.1850585E+03  0.2013886E+03  0.1801930E+03
  2400  0.7497430E-02  0.2185073E+03  0.1687044E+03  0.1643260E+03
  2500  0.7581467E-02  0.2153998E+03  0.1589317E+03  0.1729275E+03
  2600  0.6248334E-02  0.2135357E+03  0.1880417E+03  0.1463211E+03
  2700  0.8303532E-02  0.2512858E+03  0.1576373E+03  0.1658100E+03
  2800  0.7439162E-02  0.2046645E+03  0.1924895E+03  0.1564697E+03
  2900  0.7421843E-02  0.2077955E+03  0.2113315E+03  0.1422125E+03
  3000  0.6763922E-02  0.1708806E+03  0.2055031E+03  0.1656931E+03
  3100  0.6671231E-02  0.1881427E+03  0.2091001E+03  0.1808945E+03
  3200  0.7535547E-02  0.1808314E+03  0.1799848E+03  0.1752133E+03
  3300  0.1254841E-01  0.1756699E+03  0.2073520E+03  0.1817872E+03
  3400  0.6783875E-02  0.2165402E+03  0.2220144E+03  0.1651024E+03
  3500  0.6185454E-02  0.1834730E+03  0.1840212E+03  0.1559566E+03
  3600  0.6981676E-02  0.1792347E+03  0.2065132E+03  0.1885661E+03
  3700  0.8992143E-02  0.1980764E+03  0.1917777E+03  0.1589504E+03
  3800  0.6734362E-02  0.1952206E+03  0.2531986E+03  0.1614816E+03
  3900  0.8810386E-02  0.2040487E+03  0.1956352E+03  0.1661114E+03
