   100  0.1332928E-01  0.1369062E+01  0.7966887E-02  0.1312184E-01
   200  0.2212366E-01  0.1243234E+03  0.8027897E+02  0.2575487E+03
   300  0.9926457E-02  0.1691001E+03  0.1593527E+03  0.9134378E+02
   400  0.2463858E-01  0.1194839E+03  0.6715981E+02  0.4672488E+02
   500  0.1351486E-01  0.1168301E+03  0.1433211E+03  0.1604389E+03
   600  0.6874760E-02  0.1003409E+03  0.1220981E+03  0.1295235E+03
   700  0.1375528E-01  0.1069972E+03  0.9368317E+02  0.8490064E+02
   800  0.9802288E-02  0.1512901E+03  0.1557011E+03  0.1422991E+03
   900  0.9436274E-02  0.1605939E+03  0.1593207E+03  0.9778566E+02
  1000  0.1112453E-01  0.1466233E+03  0.1307668E+03  0.1200273E+03
  1100  0.7710935E-02  0.1492751E+03  0.1507883E+03  0.1500689E+03
  1200  0.7376570E-02  0.1617033E+03  0.1307756E+03  0.1237199E+03
  1300  0.7688614E-02  0.1446139E+03  0.1058888E+03  0.1263208E+03
  1400  0.6237094E-02  0.1836953E+03  0.1502196E+03  0.1412848E+03
  1500  0.9348332E-02  0.1507428E+03  0.1215852E+03  0.1282608E+03
  1600  0.7243892E-02  0.1227022E+03  0.1381831E+03  0.1284068E+03
  1700  0.5788063E-02  0.1499260E+03  0.1385342E+03  0.1198778E+03
  1800  0.7064971E-02  0.1640212E+03  0.1328603E+03  0.1257719E+03
  1900  0.5162316E-02  0.1448089E+03  0.1525887E+03  0.1117477E+03
  2000  0.5609700E-02  0.1402515E+03  0.1562479E+03  0.1170374E+03
  2100  0.4835558E-02  0.1443633E+03  0.1632757E+03  0.1192281E+03
  2200  0.6499576E-02  0.1810184E+03  0.1382497E+03  0.1357451E+03
  2300  0.4628356E-02  0.1518403E+03  0.1260769E+03  0.1303373E+03
  2400  0.5366937E-02  0.1624376E+03  0.1485161E+03  0.1435570E+03
  2500  0.6314477E-02  0.1408965E+03  0.1517306E+03  0.1063779E+03
  2600  0.6156735E-02  0.1382802E+03  0.1741762E+03  0.1389966E+03
